"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1792564365545316599","Mon May 20 14:33:43 +0000 2024","13","NovAI pelopori masa depan game AI di dunia #Web3 di @avaland_network guys! Menjanjikan kreativitas tanpa akhir dan pengalaman yg dipersonalisasi bagi pengguna #AvaLand berdedikasi utk rayakan keunikan &amp; kembangkan hiburan yg dipersonalisasi pada tingkat tertinggi #Avalanche","1792564365545316599","","","in","Batang, Indonesia","0","0","9","https://x.com/feemafaa/status/1792564365545316599","1629291534","feemafaa"
"1786781953993363871","Sat May 04 15:36:29 +0000 2024","0","Masa Depan Call Center: AI Siap Gantikan Pekerja Dalam Setahun https://t.co/9ctwYx0cpx https://t.co/YvNFDbV7u6","1786781953993363871","https://pbs.twimg.com/media/GMvstjjbEAAZIUO.jpg","","in","Mojokerto","0","0","0","https://x.com/sorbansantri/status/1786781953993363871","1199828612322480130","sorbansantri"
"1796049146043940925","Thu May 30 05:21:00 +0000 2024","0","10.) Atlas (2024) Huftt.. berapa kali gua bilang film genre action/adventure itu seru parah tapi kalo MC nya cewek ngga dulu deh. Pusing gua. Oke intinya ini film cukup bagus ya setting di masa depan gelud sama AI yang gua akui di sini CGI sama cinematographynya jd tertolong","1796049146043940925","","","in","Planet Namex","0","0","0","https://x.com/laufeyrez/status/1796049146043940925","1133914410550824960","laufeyrez"
"1794669808233181458","Sun May 26 10:00:00 +0000 2024","4","Beberapa tahun mendatang Augmented Reality dan Virtual Reality akan menggantikan peran smartphone dengan dukungan Artificial Intelligence.Penasaran teknologi apa saja yang jadi pengganti Smartphone di masa depan? Simak video berikut ini! #detikinet #teknologi #AR #VR #AI https://t.co/qErll6ue77","1794669808233181458","https://pbs.twimg.com/ext_tw_video_thumb/1792461063621074944/pu/img/J2Yn2zu-WUqJIiK-.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/detikinet/status/1794669808233181458","135815019","detikinet"
"1797202946767356038","Sun Jun 02 09:45:47 +0000 2024","6","Di masa depan 70 persen anggota DPR akan digantikan dengan Model LLM + Multimodal + Reinforcment Learning (AI) atau model baru dimasa depan yang lebih dipercaya masyarakat. Atau bahkan Reinforcment Learning akan membentuk partainya sendiri membentuk ideologinya sendiri","1797202946767356038","","","in","","0","2","1","https://x.com/xaszeem/status/1797202946767356038","1589953725858082817","xaszeem"
"1795617606290096239","Wed May 29 00:46:12 +0000 2024","8","Pagi Love luv ai beb&amp; kesayangan. Hari ini mencoba yg baru tp tak lupa dgn yg lama Semoga kita bisa menjadi versi terbaik diri kita. Jgn mengejar masa depan tapi lupa menikmati masa indahmu hari ini. Dan jg jgn memuaskan nafsu melupakan masa depan. miss u kesayanganku https://t.co/32lMWJ2VL8","1795617606290096239","https://pbs.twimg.com/media/GOtQr3maoAAuk5x.jpg","","in","","0","2","0","https://x.com/gunaindra4/status/1795617606290096239","1308013676725547008","gunaindra4"
"1790607799203885518","Wed May 15 04:59:01 +0000 2024","2","Survei ini dimaksudkan untuk mencari tahu bagaimana Anda memanfaatkan Generative AI di kehidupan sehari-hari. Kami berharap survei ini dapat menggambarkan dampak Generative AI di hari ini maupun masa depan. Link survei: https://t.co/x9CBWlrVXV Periode hingga 17 Mei 2024 https://t.co/i0UK21LUUL","1790607799203885518","https://pbs.twimg.com/media/GNmETLoWwAIsLNR.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/InfoKomputer/status/1790607799203885518","59357428","InfoKomputer"
"1790626818615349574","Wed May 15 06:14:36 +0000 2024","0","Annyeong Pribadi Raharja! Siang ini berlangsung acara Seminar Nasional Marketing 5.0 berbasis Artificial Intelligence nih di Universitas Raharja. Ini bukan seminar biasa tapi pandangan ke masa depan di mana AI menjadi kekuatan utama dalam interaksi dan komunikasi https://t.co/WSi69uXNRf","1790626818615349574","https://pbs.twimg.com/media/GNmVga4bgAAqhws.jpg","","in","Tangerang, Indonesia","0","0","0","https://x.com/Campus_Raharja/status/1790626818615349574","378385828","Campus_Raharja"
"1798328708706730304","Wed Jun 05 12:19:10 +0000 2024","0","Klo artist gak punya masa depan karena AI lalu mereka quit Art karna alasan tsb... Entah knp tp ak kecewa karna simpelnya berarti kalian ngambar bukan karena suka... Lantas selama ini yg dilakukan apa dong? Ikr AI tuh sngt merugikan artist tp emng artinya kalian ninggalin aja?","1798328708706730304","","","in","WITA","0","1","0","https://x.com/sakuma_ryu/status/1798328708706730304","1424899639031959552","sakuma_ryu"
"1800082406239883503","Mon Jun 10 08:27:44 +0000 2024","0","Gue juga mikir dia pasti bisa liat gwiju masa depan juga ","1800082406239883503","","","in","","0","0","0","https://x.com/aiu_aii/status/1800082406239883503","1580951067407175681","aiu_aii"
"1799003868107514360","Fri Jun 07 09:02:00 +0000 2024","1","Bisnis kamu siap menghadapi masa depan ? Di #GoogleCloudSummit Jakarta Global Managing Director of AI Business dan Applied Engineering kami menekankan kekuatan transformatif #AI. Bersama kita eksplor bagaimana AI dapat meningkatkan bisnis kamu https://t.co/0k7T0xxy8r","1799003868107514360","https://pbs.twimg.com/media/GPcVpv6WgAADhUC.jpg","","in","Indonesia","0","0","1","https://x.com/GoogleCloud_ID/status/1799003868107514360","1225290542688305152","GoogleCloud_ID"
"1791651363723886769","Sat May 18 02:05:47 +0000 2024","1"," Bergabunglah dengan perubahan revolusioner di dunia AI! Zenqira pionir dalam era digital AI Training menghadirkan daya komputasi terdesentralisasi untuk memenuhi tuntutan masa depan. #CloudComputing #AI #Decentralization #TechRevolution #Zenqira https://t.co/Ltv5NphOvC","1791651363723886769","https://pbs.twimg.com/media/GN05WFEXcAAVlmg.jpg","","in","BSD - Tangerang Selatan","0","0","0","https://x.com/dgoldpreneur/status/1791651363723886769","527504803","dgoldpreneur"
"1800051087086678441","Mon Jun 10 06:23:17 +0000 2024","0","Kehadiran AI bisa jadi peluang sekaligus ancaman bagi kita. Untuk itu penting bagi kita untuk mengetahui bagaimana cara menemukan jurusan dan karir yang sejalan dengan perkembangan teknologi AI agar masa depan tetap cerah. https://t.co/G2rc4aMlhl","1800051087086678441","","","in","Jakarta Capital Region","0","0","0","https://x.com/awanmalangit/status/1800051087086678441","164186014","awanmalangit"
"1789646589205889352","Sun May 12 13:19:31 +0000 2024","12","Tiba-tiba kepikiran. Di era otomasi ini ketika berbagai fungsi kerja manusia (coding teknisi desain nulis dll) dapat diganti oleh robot/kecerdasan buatan apakah kerja antropolog juga dapat diotomasi? Mampukah AI di masa depan melakukan etnografi or jagongan bersama warga?","1789646589205889352","","","in","","0","5","2","https://x.com/Rafilsafat/status/1789646589205889352","1394861409356316674","Rafilsafat"
"1788947813696745495","Fri May 10 15:02:50 +0000 2024","3","Masa depan AI telah hadir untuk #ISV! #NVIDIAH100 membuka era baru komputasi AI ciptakan solusi AI canggih luncurkan inovasi lebih cepat &amp; tingkatkan pengalaman pelanggan! Bukan hanya #GPU H100 adalah katalisator transformasi ISV! #Lintasarta #EmpoweringYourFuture https://t.co/JOVMQ2659d","1788947813696745495","https://pbs.twimg.com/media/GNOecQ8bkAADDZS.jpg","","in","Thamrin - Jakarta Pusat","0","0","0","https://x.com/Lintasarta/status/1788947813696745495","61208352","Lintasarta"
"1799976305708191808","Mon Jun 10 01:26:07 +0000 2024","0","Siapkan Anak menghadapi tantangan AI di masa depan. Biar anak bisa lebih besar mendapat peluang kerja. Bahkan bisa menciptkan peluang kerja baru. https://t.co/SOFOBgCYtU","1799976305708191808","","","in","Kebumen","0","0","0","https://x.com/Bambangirwant12/status/1799976305708191808","1013171276","Bambangirwant12"
"1797444367520801104","Mon Jun 03 01:45:06 +0000 2024","7","KALAU DIPIKIR² LAGI BELIAU INI KAYAK BISA BACA MASA DEPAN AI SEKARANG MERAJALELA BAHKAN SAMPAI ADA PENELITIAN BIKIN CLONINGAN DARI AI DI REALISASIKAN KE RL Bersyukur banget wondla di tayangin tahun ini karena sangat² relate sama kehidupan sekarang. Wonderland Team ganbatte","1797444367520801104","","","in","","0","0","0","https://x.com/__seulilangka/status/1797444367520801104","1628477947505180672","__seulilangka"
"1790593061464240482","Wed May 15 04:00:28 +0000 2024","0"," AI akan membahayakan manusia di masa depan! AI now:","1790593061464240482","","","in","","0","0","0","https://x.com/ayamdreampop/status/1790593061464240482","1241724614197145600","ayamdreampop"
"1796060808293576742","Thu May 30 06:07:20 +0000 2024","0","Kekhawatiran di Masa Depan ! Apakah AI Akan Buat Manusia Nganggur ? https://t.co/fRAGPXStFC","1796060808293576742","","","in","Bangkalan, Jawa Timur,","0","0","0","https://x.com/RadarBangkalan/status/1796060808293576742","1733752884188295168","RadarBangkalan"
"1799102033930465778","Fri Jun 07 15:32:05 +0000 2024","0","gatau deh baik masa depan sm masa lalu ada hal yg g pgn ai ulangi atau ngerti lagi","1799102033930465778","","","in","Pluto","0","0","0","https://x.com/cilacilalaaa/status/1799102033930465778","1258366743874899968","cilacilalaaa"
"1790587403591401728","Wed May 15 03:37:59 +0000 2024","0","Case seperti ini bakal muncul sering di masa depan ketika AI sudah jadi teman hidup ketika teknologi perangkat VR sudah pasaran. Dalam hal ini karena LLM merupakan tools dan human as decision makers. Maka jika ada case spt ini tetap dikategorikan sbg human error.","1790587403591401728","","","in","ITS Surabaya","0","1","0","https://x.com/wahibmuhibi/status/1790587403591401728","815468746387181568","wahibmuhibi"
"1795369217392624080","Tue May 28 08:19:12 +0000 2024","1","Teknologi AI Membuat Manusia Jadi Nganggur di Masa Depan? https://t.co/kVqs8dtXNF","1795369217392624080","","","in","Jakarta","0","0","0","https://x.com/BloombergTZ/status/1795369217392624080","1582972008479920129","BloombergTZ"
"1794231924174815590","Sat May 25 05:00:00 +0000 2024","0"," Yuk Mates! Hari ini mari kita refleksikan lagi bagaimana AI akan membentuk masa depan kita. Ada ide atau prediksi tentang peran AI di masa depan yang ingin kamu bagikan? #FutureTech #AIinFuture","1794231924174815590","","","in","+62 and all around the world!","0","0","0","https://x.com/dipdop_id/status/1794231924174815590","2451240902","dipdop_id"
"1797638796164444215","Mon Jun 03 14:37:42 +0000 2024","0","Baru! AMD Ryzen AI 300 Series dan MSI A16 AI+: Laptop Masa Depan untuk Gaming dan Produktivitas. Prosesor Ryzen AI 300 unggul dalam kecerdasan buatan. MSI hadir dengan empat varian laptop unggulan. Baca selengkapnya di sini: https://t.co/zvWtuKLVAW https://t.co/VrOHfPGSPV","1797638796164444215","https://pbs.twimg.com/media/GPJ-9WFXAAAoGz9.jpg","","in","CP :  -","0","0","0","https://x.com/patutdiretweet/status/1797638796164444215","1026103176","patutdiretweet"
"1790622183154450463","Wed May 15 05:56:11 +0000 2024","4","yoih momen artifisial ga bikin kesan mendalam seperti di foto prewed beneran. cerita fabrikasi prewed ai tidak akan menimbulkan rindu saat dilihat lagi di masa depan. bandingin: emang kapan kita ke paris? vs kok mau maunya dulu kita jongkok kaya gitu di depan govinda ya? ","1790622183154450463","","","in","Bali, Indonesia","0","0","1","https://x.com/commaditya/status/1790622183154450463","66617415","commaditya"
"1787892355934351721","Tue May 07 17:08:49 +0000 2024","10","Meskipun AI Agents terlihat seperti mainan sekarang di masa depan teknologi ini bakal jadi salah satu Teknologi utama yang mungkin akan di gunakan oleh mayoritas Trader Crypto. Ingat AI adalah masa depan","1787892355934351721","","","in","West Virginia, USA","0","0","0","https://x.com/AlwaysBeenChoze/status/1787892355934351721","1713606095435096064","AlwaysBeenChoze"
"1799607681944268921","Sun Jun 09 01:01:21 +0000 2024","36","Di masa depan Ketika Otak udah gak digunakan kalah dengan AI https://t.co/7hoPCYgyIu https://t.co/AWVWegW7uO","1799607681944268921","https://pbs.twimg.com/media/GPl9pUpbMAAFhD_.jpg","","in","Indonesia","0","0","1","https://x.com/onecak/status/1799607681944268921","491057617","onecak"
"1797638786098032980","Mon Jun 03 14:37:39 +0000 2024","0","Baru! AMD Ryzen AI 300 Series dan MSI A16 AI+: Laptop Masa Depan untuk Gaming dan Produktivitas. Prosesor Ryzen AI 300 unggul dalam kecerdasan buatan. MSI hadir dengan empat varian laptop unggulan. Baca selengkapnya di sini: https://t.co/8sSt8KAx8C https://t.co/xjLmzoUEAF","1797638786098032980","https://pbs.twimg.com/media/GPJ-8wyWUAAV0yp.jpg","","in","Indonesia","0","0","0","https://x.com/androidPonsel_/status/1797638786098032980","615964857","androidPonsel_"
"1793170548694176053","Wed May 22 06:42:28 +0000 2024","64","Aku sedih kalau kau spend masa muda jadi cytro. Nanti kau grow up into papagomo &amp; parpukari. Sedih. Sambil jadi cytro aku harap korang amik certification yg aws dan microsoft buat. Yayasan peneraju pun ada training program korang boleh join. Ada peluang masa depan cerah.","1793170548694176053","","","in","Kuala Lumpur","5","3","18","https://x.com/erhanazrai/status/1793170548694176053","140515542","erhanazrai"
"1790358904314229074","Tue May 14 12:30:00 +0000 2024","0","Di masa depan AI masuk kurikulum anak SD kali ya","1790358904314229074","","","in","Sleman, Yogyakarta","0","0","0","https://x.com/Ignatius_Tri/status/1790358904314229074","1646508836","Ignatius_Tri"
"1795087342417465494","Mon May 27 13:39:08 +0000 2024","13","10 160 remaja tak ambil SPM ni angka sangat merisaukan yang juga bakal melahirkan generasi yg tidak upaya dan tertindas dgn powerya AI ke depan nanti Masa depan semakin jelas manusia perlu jadi lebih bijak untuk hidup Era kerja secara repetitif akan mula beransur tapi dinamik","1795087342417465494","","","in","Nomad ","0","0","3","https://x.com/wolfipali/status/1795087342417465494","1230538993852280832","wolfipali"
"1794929858675659049","Mon May 27 03:13:21 +0000 2024","0","I just published Masa Depan AI Menurut Mantan CEO Google Eric Schmidt https://t.co/JtuVtGZcGy","1794929858675659049","","","en","ÜT: 1.298268,103.771425","0","0","0","https://x.com/kukuhtw/status/1794929858675659049","6057282","kukuhtw"
"1797162456470749340","Sun Jun 02 07:04:53 +0000 2024","2","4 Juni - 11AM WIB Bergabunglah dengan kami untuk menonton Summit IO secara langsung dan lihat apa yang @ionet Tim sediakan untuk masa depan komputasi AI yang terdesentralisasi. https://t.co/Ia7JfMBHq2","1797162456470749340","","","in","","0","0","0","https://x.com/Donutz_IONET/status/1797162456470749340","1761294712705794048","Donutz_IONET"
"1780478262323597715","Wed Apr 17 06:07:52 +0000 2024","0","Menavigasi Masa Depan AI: Perspektif dan Tantangan https://t.co/Icr6Pr6CiL","1780478262323597715","","","in","LABUAN BAJO, FLORES","0","0","0","https://x.com/FritzM84906757/status/1780478262323597715","1155439685675601927","FritzM84906757"
"1792374687898710452","Mon May 20 02:00:00 +0000 2024","0"," Selamat pagi Mates! Mari kita mulai minggu ini dengan menjelajahi masa depan AI dan bagaimana hal itu membentuk dunia kita di DIPDOP! https://t.co/xwvvwqypyg","1792374687898710452","https://pbs.twimg.com/tweet_video_thumb/GMoaYKvaIAAfd2r.jpg","","in","+62 and all around the world!","0","0","0","https://x.com/dipdop_id/status/1792374687898710452","2451240902","dipdop_id"
"1796407302121226537","Fri May 31 05:04:11 +0000 2024","2","live podcast dari AI For Good Global Summit ttg 'Dampak AI &amp; Tantangan Masa Depan' langsung dari Jenewa - Swiss. ️ 31 Mei 2024 ⏰ 13.30 - 14.30 ⭐ Narsum: Pakar Internet @onnowpurbo Ph.D (Jakarta) &amp; tim ICT Watch (Jenewa) *bersertifikat https://t.co/icKYgeHN9O x/@donnybu https://t.co/98dyki553z","1796407302121226537","https://pbs.twimg.com/media/GO4e6dua8AAptF1.jpg","","in","Yogyakarta","0","0","0","https://x.com/JogjaUpdate/status/1796407302121226537","128175561","JogjaUpdate"
"1791069361689760239","Thu May 16 11:33:06 +0000 2024","1"," Lebih dari 4.350 penyedia 7.000 #GPU mendukung FluxEdge di PoUW! Konfigurasi penambangan default Pengalihan otomatis #POW ke PoUW Bergabunglah bersama kami dalam membentuk masa depan #AI #Render dan seterusnya...","1791069361689760239","","","in","Indonesia","0","0","0","https://x.com/Flux_Indonesia_/status/1791069361689760239","1686025150473404418","Flux_Indonesia_"
"1794242211217092897","Sat May 25 05:40:53 +0000 2024","0","I just published Masa Depan AI Menurut Sam Altman: GPT-4 dan Prediksi Perkembangannya https://t.co/2eW2v9jYqW","1794242211217092897","","","in","ÜT: 1.298268,103.771425","0","0","0","https://x.com/kukuhtw/status/1794242211217092897","6057282","kukuhtw"
"1795788175446610291","Wed May 29 12:03:59 +0000 2024","0","Ekonom #paulmromer memperingatkan tentang gelembung AI yang berlebihan dengan menyebutkan tantangan kelangkaan data di masa depan. Romer memperkirakan realisasi komunitas dalam waktu dua tahun. #AI #artificiallyinteligence #Cryptocommunity https://t.co/Y54iKoTBF0","1795788175446610291","","","in","Indonesia","0","0","0","https://x.com/coinedition_id/status/1795788175446610291","1702269721767190528","coinedition_id"
"1782782752942911975","Tue Apr 23 14:45:05 +0000 2024","40","Tiga jurusan masa depan menurut @BillGates yaitu Jurusan energi alternatif Bioscience u/ kesehatan dan Pengembangan AI. Di Indonesia kampus mana saja yang sdh ada jurusan ini ya? https://t.co/SnfIKszw08","1782782752942911975","https://pbs.twimg.com/media/GL23dlObEAAE0BC.jpg","","in","Jakarta Capital Region","2","16","8","https://x.com/praburevolusi/status/1782782752942911975","46289037","praburevolusi"
"1798533176304009684","Thu Jun 06 01:51:39 +0000 2024","0","Arm Total Design dan MediaTek siap bentuk masa depan komputasi AI https://t.co/YxlUTBelHP","1798533176304009684","","","in","Jakarta","0","0","0","https://x.com/indotelko/status/1798533176304009684","410485110","indotelko"
"1787824742935994873","Tue May 07 12:40:09 +0000 2024","6","Dua manusia kaya berbeda profesi namun satu tujuan di dalam satu atap. Begini Ramalan Dua Orang Raksasa Teknologi Bill Gates dan Elon Musk tentang Masa Depan AI https://t.co/cv7xHehxpm","1787824742935994873","","","in","Jakarta","1","0","3","https://x.com/AriesTruss/status/1787824742935994873","1603657268574433280","AriesTruss"
"1784200709765992836","Sat Apr 27 12:39:32 +0000 2024","2","Bener melihat masa depan AI di blood free ini cakep betuull cerita dan cgi nya Tp kenapa underrated ya? Ga ada yg bahas teori #BloodFree ?","1784200709765992836","","","in","Pontianak,Indonesia","0","0","1","https://x.com/Lita_dini/status/1784200709765992836","438868333","Lita_dini"
"1787693845553009073","Tue May 07 04:00:01 +0000 2024","2","Program #GoogleIO telah siap! → https://t.co/EGQfx5dS7t Bookmark diskusi favorit dan ikuti sesi Android di: Membangun masa depan Wear OS Cara kerja AI generatif terintegrasi di perangkat Android Membangun UI dengan library adaptif Material 3 Dan lainnya!","1787693845553009073","","","in","Indonesia","0","0","1","https://x.com/googledevsid/status/1787693845553009073","743681376361152516","googledevsid"
